Cassano all'Ionio;CS;C002
Cassano d'Adda;MI;C003
Cassano Magnago;VA;C004
Cassaro;SR;C006
Cassiglio;BG;C007
Pero;MI;C013
Cassina de' Pecchi;MI;C014
Cassina Rizzardi;CO;C020
Cassinasco;AT;C022
Cassina Valsassina;LC;C024
Cassine;AL;C027
Cassinelle;AL;C030
Cassinetta di Lugagnano;MI;C033
Cassino;FR;C034
Cassola;VI;C037
Cassolnovo;PV;C038
Castel Castagna;TE;C040
Castagnaro;VR;C041
Castagneto Carducci;LI;C044
Castagneto Po;TO;C045
Castagnito;CN;C046
Castagnole Monferrato;AT;C047
Castagnole Piemonte;TO;C048
Castagnole delle Lanze;AT;C049
Castana;PV;C050
Castell'Umberto;ME;C051
Castano Primo;MI;C052
Casteggio;PV;C053
Castegnato;BS;C055
Castegnero;VI;C056
Castelbaldo;PD;C057
Castel Baronia;AV;C058
Castelbelforte;MN;C059
Castelbellino;AN;C060
Castelbello-Ciardes/Kastelbell-Tschars;BZ;C062
Castelbianco;SV;C063
Castel Boglione;AT;C064
Castel Bolognese;RA;C065
Castelbottaccio;CB;C066
Castelbuono;PA;C067
Castelcivita;SA;C069
Servigliano;FM;C070
Castelcovati;BS;C072
Castelcucco;TV;C073
Casteldaccia;PA;C074
Castel d'Aiano;BO;C075
Castel d'Ario;MN;C076
Castel d'Azzano;VR;C078
Castelli Calepio;BG;C079
Casteldelci;RN;C080
Casteldelfino;CN;C081
Castel del Giudice;IS;C082
Castel del Monte;AQ;C083
Castel del Piano;GR;C085
Castel del Rio;BO;C086
Casteldidone;CR;C089
Castel di Ieri;AQ;C090
Castel di Iudica;CT;C091
Castel di Lama;AP;C093
Castel di Lucio;ME;C094
Castel di Sangro;AQ;C096
Castel di Sasso;CE;C097
Castel di Tora;RI;C098
Castelfidardo;AN;C100
Castelfiorentino;FI;C101
Castel Focognano;AR;C102
Castelfondo;TN;C103
Castelforte;LT;C104
Castelfranci;AV;C105
Castelfranco in Miscano;BN;C106
Castelfranco Emilia;MO;C107
Castrolibero;CS;C108
Castel Vittorio;IM;C110
Castelfranco Veneto;TV;C111
Castelfranco di Sotto;PI;C113
Castel Frentano;CH;C114
Castel Gabbiano;CR;C115
Castel Gandolfo;RM;C116
Castel Giorgio;TR;C117
Castel Goffredo;MN;C118
Castelgomberto;VI;C119
Castelgrande;PZ;C120
Castel Guelfo di Bologna;BO;C121
Castelguglielmo;RO;C122
Castelguidone;CH;C123
Castellabate;SA;C125
Castellafiume;AQ;C126
Castell'Alfero;AT;C127
Castellalto;TE;C128
Castellammare di Stabia;NA;C129
Castellammare del Golfo;TP;C130
Castellamonte;TO;C133
Castellana Grotte;BA;C134
Castellana Sicula;PA;C135
Castellaneta;TA;C136
Castellania;AL;C137
Castellanza;VA;C139
Castellarano;RE;C141
Castellar Guidobono;AL;C142
Castellaro;IM;C143
Castell'Arquato;PC;C145
Castell'Azzara;GR;C147
Castellazzo Bormida;AL;C148
Castellazzo Novarese;NO;C149
Castelleone di Suasa;AN;C152
Castelleone;CR;C153
Castellero;AT;C154
Castelletto Cervo;BI;C155
Castelletto d'Erro;AL;C156
Castelletto di Branduzzo;PV;C157
Castelletto d'Orba;AL;C158
Castelletto Merli;AL;C160
Castelletto Molina;AT;C161
Castelletto Monferrato;AL;C162
Castelletto Stura;CN;C165
Castelletto sopra Ticino;NO;C166
Castelletto Uzzone;CN;C167
Castelli;TE;C169
Castellina in Chianti;SI;C172
Castellinaldo d'Alba;CN;C173
Castellina Marittima;PI;C174
Castellino del Biferno;CB;C175
Castellino Tanaro;CN;C176
Castelliri;FR;C177
Castello del Matese;CE;C178
Castelveccana;VA;C181
Castel Condino;TN;C183
Castello d'Agogna;PV;C184
Castello d'Argile;BO;C185
Castello dell'Acqua;SO;C186
Castello di Brianza;LC;C187
Castello di Cisterna;NA;C188
Castello-Molina di Fiemme;TN;C189
Castello di Godego;TV;C190
Castello Tesino;TN;C194
Castellucchio;MN;C195
Castelmauro;CB;C197
Castelluccio dei Sauri;FG;C198
Castelluccio Inferiore;PZ;C199
Castelverrino;IS;C200
Castelluccio Superiore;PZ;C201
Castelluccio Valmaggiore;FG;C202
Castel Madama;RM;C203
Castel Maggiore;BO;C204
Castelmagno;CN;C205
Castelmarte;CO;C206
Castelmassa;RO;C207
Castel Mella;BS;C208
Castelmezzano;PZ;C209
Castelmola;ME;C210
Castel Morrone;CE;C211
Castelnovetto;PV;C213
Castelnuovo di Ceva;CN;C214
Castelnovo Bariano;RO;C215
Castelnuovo;TN;C216
Castelnovo del Friuli;PN;C217
Castelnovo di Sotto;RE;C218
Castelnovo ne' Monti;RE;C219
Castelnuovo Bozzente;CO;C220
Castelnuovo della Daunia;FG;C222
Castelnuovo Parano;FR;C223
Castelnuovo di Farfa;RI;C224
Castelnuovo del Garda;VR;C225
Castelnuovo Belbo;AT;C226
Castelnuovo Berardenga;SI;C227
Castelnuovo Bocca d'Adda;LO;C228
Castelnuovo Bormida;AL;C229
Castelnuovo Calcea;AT;C230
Castelnuovo Cilento;SA;C231
Castelnuovo Don Bosco;AT;C232
Castelnuovo di Conza;SA;C235
Castelnuovo di Garfagnana;LU;C236
Castelnuovo di Porto;RM;C237
Castelnuovo Magra;SP;C240
Castelnuovo Nigra;TO;C241
Castelnuovo Rangone;MO;C242
Castelnuovo Scrivia;AL;C243
Castelnuovo di Val di Cecina;PI;C244
Castelpagano;BN;C245
Castelpetroso;IS;C246
Castelpizzuto;IS;C247
Castelplanio;AN;C248
Castelpoto;BN;C250
Castelraimondo;MC;C251
Castel Ritaldi;PG;C252
Castel Rocchero;AT;C253
Castelrotto/Kastelruth;BZ;C254
Castel Rozzone;BG;C255
Castel San Giorgio;SA;C259
Castel San Giovanni;PC;C261
Castel San Lorenzo;SA;C262
Castel San Niccolò;AR;C263
Castel San Pietro Terme;BO;C265
Castel San Pietro Romano;RM;C266
Castelsantangelo sul Nera;MC;C267
Castel Sant'Angelo;RI;C268
Castel Sant'Elia;VT;C269
Castel San Vincenzo;IS;C270
Castelsaraceno;PZ;C271
Castelsardo;SS;C272
Castelseprio;VA;C273
Castelspina;AL;C274
Casteltermini;AG;C275
Castelvecchio di Rocca Barbena;SV;C276
Castelvecchio Calvisio;AQ;C278
Castelvecchio Subequo;AQ;C279
Castelvenere;BN;C280
Verrès;AO;C282
Castelvetere sul Calore;AV;C283
Castelvetere in Val Fortore;BN;C284
Caulonia;RC;C285
Castelvetrano;TP;C286
Castelvetro di Modena;MO;C287
Castelvetro Piacentino;PC;C288
Castel Viscardo;TR;C289
Castelvisconti;CR;C290
Castel Volturno;CE;C291
Castenaso;BO;C292
Castenedolo;BS;C293
Châtillon;AO;C294
Castiglione dei Pepoli;BO;C296
Castiglione di Sicilia;CT;C297
Castiglione Messer Marino;CH;C298
Castiglione Olona;VA;C300
Castiglione Cosentino;CS;C301
Castiglione Chiavarese;GE;C302
Castiglione di Garfagnana;LU;C303
Castiglione d'Adda;LO;C304
Castiglione del Genovesi;SA;C306
Castiglione Torinese;TO;C307
Castiglione a Casauria;PE;C308
Castiglione del Lago;PG;C309
Castiglione della Pescaia;GR;C310
Colledara;TE;C311
Castiglione delle Stiviere;MN;C312
Castiglione d'Orcia;SI;C313
Castiglione Falletto;CN;C314
Castiglione in Teverina;VT;C315
Castiglione Messer Raimondo;TE;C316
Castiglione Tinella;CN;C317
Castiglion Fibocchi;AR;C318
Castiglion Fiorentino;AR;C319
Castignano;AP;C321
Castilenti;TE;C322
Castino;CN;C323
Castione della Presolana;BG;C324
Castione Andevenno;SO;C325
Castions di Strada;UD;C327
Castiraga Vidardo;LO;C329
Casto;BS;C330
Castorano;AP;C331
Castrezzato;BS;C332
Castri di Lecce;LE;C334
Castrignano de' Greci;LE;C335
Castrignano del Capo;LE;C336
Castro;BG;C337
Castro dei Volsci;FR;C338
Castrocaro Terme e Terra del Sole;FC;C339
Castrocielo;FR;C340
Castrofilippo;AG;C341
Enna;EN;C342
Castronno;VA;C343
Castronovo di Sicilia;PA;C344
Castronuovo di Sant'Andrea;PZ;C345
Castropignano;CB;C346
Castroreale;ME;C347
Castroregio;CS;C348
Castrovillari;CS;C349
Catania;CT;C351
Catanzaro;CZ;C352
Catenanuova;EN;C353
Catignano;PE;C354
Cattolica Eraclea;AG;C356
Cattolica;RN;C357
Cautano;BN;C359
Cava Manara;PV;C360
Cava de' Tirreni;SA;C361
Cavaglià;BI;C363
Cavaglietto;NO;C364
Cavaglio d'Agogna;NO;C365
Cavagnolo;TO;C369
Cavaion Veronese;VR;C370
Cavalese;TN;C372
Cavallerleone;CN;C375
Cavallermaggiore;CN;C376
Cavallino;LE;C377
Cavallirio;NO;C378
Cavareno;TN;C380
Cavargna;CO;C381
Cavaria con Premezzo;VA;C382
Cavarzere;VE;C383
Cavaso del Tomba;TV;C384
Cavasso Nuovo;PN;C385
Cavatore;AL;C387
Jesolo;VE;C388
Cavazzo Carnico;UD;C389
Cave;RM;C390
Cavedago;TN;C392
Cavedine;TN;C393
Cavenago d'Adda;LO;C394
Cavenago di Brianza;MB;C395
Cavernago;BG;C396
Cavezzo;MO;C398
Cavizzana;TN;C400
Cavour;TO;C404
Cavriago;RE;C405
Cavriana;MN;C406
Cavriglia;AR;C407
Cazzago San Martino;BS;C408
Cazzago Brabbia;VA;C409
Cazzano Sant'Andrea;BG;C410
Cazzano di Tramigna;VR;C412
Ceccano;FR;C413
Cecima;PV;C414
Cecina;LI;C415
Cedegolo;BS;C417
Cedrasco;SO;C418
Cefalà Diana;PA;C420
Cefalù;PA;C421
Ceggia;VE;C422
Ceglie Messapica;BR;C424
Celano;AQ;C426
Celenza sul Trigno;CH;C428
Celenza Valfortore;FG;C429
Celico;CS;C430
Cella Monte;AL;C432
Cella Dati;CR;C435
Cellamare;BA;C436
Cellara;CS;C437
Cellarengo;AT;C438
Cellatica;BS;C439
Celle Enomondo;AT;C440
Celle di Macra;CN;C441
Celle di San Vito;FG;C442
Celle Ligure;SV;C443
Celle di Bulgheria;SA;C444
Celleno;VT;C446
Cellere;VT;C447
Cellino San Marco;BR;C448
Cellino Attanasio;TE;C449
Cenadi;CZ;C453
Cenate Sopra;BG;C456
Cenate Sotto;BG;C457
Cencenighe Agordino;BL;C458
Cene;BG;C459
Ceneselli;RO;C461
Cengio;SV;C463
Centallo;CN;C466
Cento;FE;C469
Centola;SA;C470
Centuripe;EN;C471
Centrache;CZ;C472
Cepagatti;PE;C474
Ceppaloni;BN;C476
Ceppo Morelli;VB;C478
Ceprano;FR;C479
Cerami;EN;C480
Ceranesi;GE;C481
Cerano d'Intelvi;CO;C482
Cerano;NO;C483
Ceranova;PV;C484
Ceraso;SA;C485
Cercemaggiore;CB;C486
Cercenasco;TO;C487
Cercepiccola;CB;C488
Cerchiara di Calabria;CS;C489
Cerchio;AQ;C492
Cercino;SO;C493
Cercivento;UD;C494
Cercola;NA;C495
Cerda;PA;C496
Ceres;TO;C497
Cerea;VR;C498
Ceregnano;RO;C500
Cerenzia;KR;C501
Ceresara;MN;C502
Cereseto;AL;C503
Ceresole Alba;CN;C504
Ceresole Reale;TO;C505
Cerete;BG;C506
Cerreto Grue;AL;C507
Ceretto Lomellina;PV;C508
Cergnago;PV;C509
Ceriale;SV;C510
Ceriana;IM;C511
Ceriano Laghetto;MB;C512
Cerignale;PC;C513
Cerignola;FG;C514
Cerisano;CS;C515
Cermenate;CO;C516
Cermignano;TE;C517
Cerreto Laziale;RM;C518
Cernobbio;CO;C520
Cernusco Lombardone;LC;C521
Cernusco sul Naviglio;MI;C523
Cerreto d'Esi;AN;C524
Cerreto Sannita;BN;C525
Cerreto di Spoleto;PG;C527
Cerreto d'Asti;AT;C528
Cerreto Guidi;FI;C529
Cerretto Langhe;CN;C530
Cerrina Monferrato;AL;C531
Cerrione;BI;C532
Cerro Tanaro;AT;C533
Cerro al Volturno;IS;C534
Cerro al Lambro;MI;C536
Cerro Maggiore;MI;C537
Cerro Veronese;VR;C538
Cersosimo;PZ;C539
Certaldo;FI;C540
Certosa di Pavia;PV;C541
Cerva;CZ;C542
Cervara di Roma;RM;C543
Cervarese Santa Croce;PD;C544
Cervaro;FR;C545
Cervasca;CN;C547
Cervatto;VC;C548
Cerveno;BS;C549
Cervere;CN;C550
Cervesina;PV;C551
Cerveteri;RM;C552
Cervia;RA;C553
Cervicati;CS;C554
Cervignano d'Adda;LO;C555
Cervignano del Friuli;UD;C556
Cervinara;AV;C557
Cervino;CE;C558
Cervo;IM;C559
Cerzeto;CS;C560
Cesa;CE;C561
Cesana Brianza;LC;C563
Cesana Torinese;TO;C564
Cesano Boscone;MI;C565
Cesano Maderno;MB;C566
Cesara;VB;C567
Cesarò;ME;C568
Cesate;MI;C569
Cesena;FC;C573
Cesenatico;FC;C574
Cesinali;AV;C576
Cesiomaggiore;BL;C577
Cesio;IM;C578
Cessalto;TV;C580
Cessaniti;VV;C581
Cessapalombo;MC;C582
Cessole;AT;C583
Cetara;SA;C584
Ceto;BS;C585
Cetona;SI;C587
Cetraro;CS;C588
Ceva;CN;C589
Cevo;BS;C591
Challand-Saint-Anselme;AO;C593
Challand-Saint-Victor;AO;C594
Chambave;AO;C595
Champdepraz;AO;C596
Charvensod;AO;C598
Cherasco;CN;C599
Cheremule;SS;C600
Chialamberto;TO;C604
Chiampo;VI;C605
Chianche;AV;C606
Chianciano Terme;SI;C608
Chianni;PI;C609
Chianocco;TO;C610
Chiaramonte Gulfi;RG;C612
Chiaramonti;SS;C613
Chiarano;TV;C614
Chiaravalle;AN;C615
Chiaravalle Centrale;CZ;C616
Chiari;BS;C618
Chiaromonte;PZ;C619
Chiauci;IS;C620
Chiavari;GE;C621
Chiavenna;SO;C623
Chiaverano;TO;C624
Chienes/Kiens;BZ;C625
Chieri;TO;C627
Chiesa in Valmalenco;SO;C628
Chiesanuova;TO;C629
Chies d'Alpago;BL;C630
Chiesina Uzzanese;PT;C631
Chieti;CH;C632
Chieuti;FG;C633
Chieve;CR;C634
Chignolo d'Isola;BG;C635
Chignolo Po;PV;C637
Chioggia;VE;C638
Chiomonte;TO;C639
Chions;PN;C640
Chiopris-Viscone;UD;C641
Chitignano;AR;C648
Chiuduno;BG;C649
Chiuppano;VI;C650
Chiuro;SO;C651
Chiusa/Klausen;BZ;C652
Chiusa di Pesio;CN;C653
Chiusa Sclafani;PA;C654
Chiusa di San Michele;TO;C655
Chiusaforte;UD;C656
Chiusanico;IM;C657
Chiusano d'Asti;AT;C658
Chiusano di San Domenico;AV;C659
Chiusavecchia;IM;C660
Chiusdino;SI;C661
Chiusi;SI;C662
Chiusi della Verna;AR;C663
Chivasso;TO;C665
Cianciana;AG;C668
Canossa;RE;C669
Crocetta del Montello;TV;C670
Cibiana di Cadore;BL;C672
Cicagna;GE;C673
Cicala;CZ;C674
Cicciano;NA;C675
Cicerale;SA;C676
Ciciliano;RM;C677
Cicognolo;CR;C678
Ciconio;TO;C679
Cigliano;VC;C680
Cigliè;CN;C681
Cigognola;PV;C684
Cigole;BS;C685
Cilavegna;PV;C686
Cimadolmo;TV;C689
Cimbergo;BS;C691
Ciminà;RC;C695
Ciminna;PA;C696
Cimitile;NA;C697
Tavernole sul Mella;BS;C698
Cimolais;PN;C699
Cimone;TN;C700
Cinaglio;AT;C701
Cineto Romano;RM;C702
Cingia de' Botti;CR;C703
Cingoli;MC;C704
Cinigiano;GR;C705
Cinisello Balsamo;MI;C707
Cinisi;PA;C708
Cino;SO;C709
Cinquefrondi;RC;C710
Cintano;TO;C711
Cinte Tesino;TN;C712
Cinto Euganeo;PD;C713
Cinto Caomaggiore;VE;C714
Cinzano;TO;C715
Ciorlano;CE;C716
Santa Maria del Cedro;CS;C717
Cipressa;IM;C718
Circello;BN;C719
Ciriè;TO;C722
Cirigliano;MT;C723
Cirimido;CO;C724
Cirò;KR;C725
Cirò Marina;KR;C726
Cis;TN;C727
Cisano Bergamasco;BG;C728
Cisano sul Neva;SV;C729
Ciserano;BG;C730
Cislago;VA;C732
Cisliano;MI;C733
Cison di Valmarino;TV;C735
Cissone;CN;C738
Cisterna d'Asti;AT;C739
Cisterna di Latina;LT;C740
Cisternino;BR;C741
Citerna;PG;C742
Cittadella;PD;C743
Città della Pieve;PG;C744
Città di Castello;PG;C745
Cittaducale;RI;C746
Cittanova;RC;C747
Cittareale;RI;C749
Città Sant'Angelo;PE;C750
Cittiglio;VA;C751
Civate;LC;C752
Civezza;IM;C755
Civezzano;TN;C756
Civiasco;VC;C757
Cividale del Friuli;UD;C758
Cividate al Piano;BG;C759
Cividate Camuno;BS;C760
Civita;CS;C763
Civitacampomarano;CB;C764
Civita Castellana;VT;C765
Civita d'Antino;AQ;C766
Lanuvio;RM;C767
Civitaluparella;CH;C768
Civitanova del Sannio;IS;C769
Civitanova Marche;MC;C770
Civitaquana;PE;C771
Duronia;CB;C772
Civitavecchia;RM;C773
Civitella in Val di Chiana;AR;C774
Civitella Messer Raimondo;CH;C776
Civitella di Romagna;FC;C777
Civitella Alfedena;AQ;C778
Civitella Casanova;PE;C779
Civitella d'Agliano;VT;C780
Civitella del Tronto;TE;C781
Civitella Paganico;GR;C782
Civitella Roveto;AQ;C783
Civitella San Paolo;RM;C784
Civo;SO;C785
Claino con Osteno;CO;C787
Ubiale Clanezzo;BG;C789
Claut;PN;C790
Clauzetto;PN;C791
Clavesana;CN;C792
Claviere;TO;C793
Cles;TN;C794
Cleto;CS;C795
Clivio;VA;C796
Cloz;TN;C797
Clusone;BG;C800
Coassolo Torinese;TO;C801
Coazze;TO;C803
Coazzolo;AT;C804
Coccaglio;BS;C806
Cocconato;AT;C807
Cocquio-Trevisago;VA;C810
Cocullo;AQ;C811
Codevigo;PD;C812
Codevilla;PV;C813
Codigoro;FE;C814
Codognè;TV;C815
Codogno;LO;C816
Codroipo;UD;C817
Codrongianos;SS;C818
Coggiola;BI;C819
Cogliate;MB;C820
Cogne;AO;C821
Cogoleto;GE;C823
Cogollo del Cengio;VI;C824
Cogorno;GE;C826
Colazza;NO;C829
Colere;BG;C835
Colfelice;FR;C836
Coli;PC;C838
Colico;LC;C839
Collalto Sabino;RI;C841
Collarmele;AQ;C844
Collazzone;PG;C845
Colle Sannita;BN;C846
Colle di Val d'Elsa;SI;C847
Colle Umberto;TV;C848
Collebeato;BS;C850
Colle Brianza;LC;C851
Collecchio;PR;C852
Collecorvino;PE;C853
Colle d'Anchise;CB;C854
Colledimacine;CH;C855
Colledimezzo;CH;C856
Colle di Tora;RI;C857
Colleferro;RM;C858
Collegiove;RI;C859
Collegno;TO;C860
Collelongo;AQ;C862
Collepardo;FR;C864
Collepasso;LE;C865
Collepietro;AQ;C866
Colleretto Castelnuovo;TO;C867
Colleretto Giacosa;TO;C868
Collesalvetti;LI;C869
Colle San Magno;FR;C870
Collesano;PA;C871
Colle Santa Lucia;BL;C872
Colletorto;CB;C875
Collevecchio;RI;C876
Colli del Tronto;AP;C877
Colli a Volturno;IS;C878
Colliano;SA;C879
Colli sul Velino;RI;C880
Collinas;SU;C882
Collio;BS;C883
Collobiano;VC;C884
Colloredo di Monte Albano;UD;C885
Colmurano;MC;C886
Colobraro;MT;C888
Cologna Veneta;VR;C890
Cologne;BS;C893
Cologno al Serio;BG;C894
Cologno Monzese;MI;C895
Colognola ai Colli;VR;C897
Colonna;RM;C900
Colonnella;TE;C901
Colonno;CO;C902
Colorina;SO;C903
Colorno;PR;C904
Colosimi;CS;C905
Colturano;MI;C908
Colzate;BG;C910
Comabbio;VA;C911
Comacchio;FE;C912
Comano;MS;C914
Comazzo;LO;C917
Comeglians;UD;C918
Santo Stefano di Cadore;BL;C919
Comelico Superiore;BL;C920
Comerio;VA;C922
Comezzano-Cizzago;BS;C925
Comignago;NO;C926
Comiso;RG;C927
Comitini;AG;C928
Comiziano;NA;C929
Commessaggio;MN;C930
Commezzadura;TN;C931
Como;CO;C933
Compiano;PR;C934
Comunanza;AP;C935
Valsolda;CO;C936
Comun Nuovo;BG;C937
Cona;VE;C938
Conca della Campania;CE;C939
Conca dei Marini;SA;C940
Conca Casale;IS;C941
Concamarise;VR;C943
Concerviano;RI;C946
Concesio;BS;C948
Concordia Sagittaria;VE;C950
Concordia sulla Secchia;MO;C951
Concorezzo;MB;C952
Condofuri;RC;C954
Condove;TO;C955
Condrò;ME;C956
Conegliano;TV;C957
Confienza;PV;C958
Configni;RI;C959
Conflenti;CZ;C960
Coniolo;AL;C962
Conselice;RA;C963
Conselve;PD;C964
Contessa Entellina;PA;C968
Contigliano;RI;C969
Contrada;AV;C971
Controguerra;TE;C972
Controne;SA;C973
Contursi Terme;SA;C974
Conversano;BA;C975
Conza della Campania;AV;C976
Conzano;AL;C977
Copertino;LE;C978
Copiano;PV;C979
Copparo;FE;C980
Corana;PV;C982
Corato;BA;C983
Corbara;SA;C984
Corbetta;MI;C986
Corbola;RO;C987
Corchiano;VT;C988
Corciano;PG;C990
Cordenons;PN;C991
Cordignano;TV;C992
Cordovado;PN;C993
Coreglia Ligure;GE;C995
Coreglia Antelminelli;LU;C996
Coreno Ausonio;FR;C998
Corfinio;AQ;C999
